# DOI, Description for website, free text description (I've used double quotes for the whole thing and titles, authors, comments etc are separated by semicolon but I don't think the format will make much difference, if any.
https://doi.org/10.6084/m9.figshare.31455598, 'Poster presentation at the CMIP Community Workshop, Kyoto',  "Towards seamless integration of model, satellite and in-situ observation data with the VISION Toolkit Version 2; Sadie Bartholomew; poster ; Traditional-style poster presented in-person at the CMIP Community Workshop 2026, for the session 'POS1.1: Assessing Uncertainties in Key Earth System Variables for Model Evaluation: Paleo-Evidence, Observations, and Climate Model Simulations'."

https://doi.org/10.5281/zenodo.21217494, 'Conference presentation at the STEP-UP RSLondon Conference' ,"Energy Efficient Climate Science Workflows with PyActiveStorage ; Varsiha Sothilingam"  

http://dx.doi.org/10.1088/2752-5295/ae9c63, 'Accepted manuscript in Env. Res. Clim. '

http://dx.doi.org/10.5194/egusphere-2026-2281 ,'EGUSphere (Preprint)'

http://dx.doi.org/10.22541/essoar.15008438/v1 ,'ESS Open Archive preprint'
